urn,path,author,title,suggested_genre,confidence,recommended_genre,notes
tlg0087.tlg033.1st1K-grc1,tlg0087/tlg033/tlg0087.tlg033.1st1K-grc1.xml,Aelius Herodianus,Περὶ μονήρους λέξεως,prose-philosophy,medium,prose-philosophy,
tlg0087.tlg035.1st1K-grc1,tlg0087/tlg035/tlg0087.tlg035.1st1K-grc1.xml,Aelius Herodianus,De Figuris,prose-philosophy,medium,prose-philosophy,
tlg0088.tlg001.1st1K-grc1,tlg0088/tlg001/tlg0088.tlg001.1st1K-grc1.xml,Aristoxenus,Ἁρμονικὰ στοιχεῖα,prose-philosophy,high,prose-philosophy,
tlg0090.tlg001.opp-eng1,tlg0090/tlg001/tlg0090.tlg001.opp-eng1.xml,Agathemerus,Geographiae informatio,prose-geography,high,prose-geography,
tlg0090.tlg001.opp-grc10,tlg0090/tlg001/tlg0090.tlg001.opp-grc10.xml,Agathemerus,Geographiae informatio,prose-geography,high,prose-geography,
tlg0090.tlg001.opp-grc3,tlg0090/tlg001/tlg0090.tlg001.opp-grc3.xml,Agathemerus,Geographiae informatio,prose-geography,high,prose-geography,
tlg0090.tlg001.opp-grc6,tlg0090/tlg001/tlg0090.tlg001.opp-grc6.xml,Agathemerus,Geographiae informatio,prose-geography,high,prose-geography,
tlg0090.tlg001.opp-grc7,tlg0090/tlg001/tlg0090.tlg001.opp-grc7.xml,Agathemerus,Geographiae informatio,prose-geography,high,prose-geography,
tlg0090.tlg001.opp-grc9,tlg0090/tlg001/tlg0090.tlg001.opp-grc9.xml,Agathemerus,Geographiae informatio,prose-geography,high,prose-geography,
tlg0090.tlg001.opp-lat10,tlg0090/tlg001/tlg0090.tlg001.opp-lat10.xml,Agathemerus,Geographiae informatio,prose-geography,high,prose-geography,
tlg0090.tlg001.opp-lat4,tlg0090/tlg001/tlg0090.tlg001.opp-lat4.xml,Agathemerus,Geographiae informatio,prose-geography,high,prose-geography,
tlg0090.tlg001.opp-lat9,tlg0090/tlg001/tlg0090.tlg001.opp-lat9.xml,Agathemerus,Geographiae informatio,prose-geography,high,prose-geography,
tlg0092.tlg001.1st1K-grc1,tlg0092/tlg001/tlg0092.tlg001.1st1K-grc1.xml,Anonymi Geographiae Expositio Compendiaria,Geographiae expositio compendiaria,prose-geography,high,prose-geography,
tlg0093.ogl001.1st1K-grc1,tlg0093/ogl001/tlg0093.ogl001.1st1K-grc1.xml,Theophrastus,De odoribus,prose-philosophy,high,prose-philosophy,
tlg0093.ogl002.1st1K-grc1,tlg0093/ogl002/tlg0093.ogl002.1st1K-grc1.xml,Theophrastus,De signis tempestatum,prose-philosophy,high,prose-philosophy,
tlg0093.tlg001.1st1K-grc1,tlg0093/tlg001/tlg0093.tlg001.1st1K-grc1.xml,Theophrastus,Enquiry into Plants,prose-philosophy,high,prose-philosophy,
tlg0093.tlg002.1st1K-grc1,tlg0093/tlg002/tlg0093.tlg002.1st1K-grc1.xml,Theophrastus,De causis plantarum,prose-philosophy,high,prose-philosophy,
tlg0093.tlg003.1st1K-grc1,tlg0093/tlg003/tlg0093.tlg003.1st1K-grc1.xml,Theophrastus,De sensu et sensibilibus,prose-philosophy,high,prose-philosophy,
tlg0093.tlg004.1st1K-grc1,tlg0093/tlg004/tlg0093.tlg004.1st1K-grc1.xml,Theophrastus,De lapidibus,prose-philosophy,high,prose-philosophy,
tlg0093.tlg005.1st1K-grc1,tlg0093/tlg005/tlg0093.tlg005.1st1K-grc1.xml,Theophrastus,De igne,prose-philosophy,high,prose-philosophy,
tlg0093.tlg006.1st1K-grc1,tlg0093/tlg006/tlg0093.tlg006.1st1K-grc1.xml,Theophrastus,Metaphysica,prose-philosophy,high,prose-philosophy,
tlg0093.tlg010x01.1st1K-grc1,tlg0093/tlg010x01/tlg0093.tlg010x01.1st1K-grc1.xml,Theophrastus,De Odoribus,prose-philosophy,high,prose-philosophy,
tlg0093.tlg010x02.1st1K-grc1,tlg0093/tlg010x02/tlg0093.tlg010x02.1st1K-grc1.xml,Theophrastus,De Ventis,prose-philosophy,high,prose-philosophy,
tlg0093.tlg010x03.1st1K-grc1,tlg0093/tlg010x03/tlg0093.tlg010x03.1st1K-grc1.xml,Theophrastus,De Signis Tempestatum,prose-philosophy,high,prose-philosophy,
tlg0093.tlg010x04.1st1K-grc1,tlg0093/tlg010x04/tlg0093.tlg010x04.1st1K-grc1.xml,Theophrastus,De Lassitudine,prose-philosophy,high,prose-philosophy,
tlg0093.tlg010x05.1st1K-grc1,tlg0093/tlg010x05/tlg0093.tlg010x05.1st1K-grc1.xml,Theophrastus,De Vertigine,prose-philosophy,high,prose-philosophy,
tlg0093.tlg010x06.1st1K-grc1,tlg0093/tlg010x06/tlg0093.tlg010x06.1st1K-grc1.xml,Theophrastus,De Sudore,prose-philosophy,high,prose-philosophy,
tlg0093.tlg010x07.1st1K-grc1,tlg0093/tlg010x07/tlg0093.tlg010x07.1st1K-grc1.xml,Theophrastus,De Animi Defectione,prose-philosophy,high,prose-philosophy,
tlg0093.tlg010x08.1st1K-grc1,tlg0093/tlg010x08/tlg0093.tlg010x08.1st1K-grc1.xml,Theophrastus,De Nervorum Resolutione,prose-philosophy,high,prose-philosophy,
tlg0093.tlg010x09.1st1K-grc1,tlg0093/tlg010x09/tlg0093.tlg010x09.1st1K-grc1.xml,Theophrastus,Fragmenta varia,prose-philosophy,high,prose-philosophy,
tlg0094.tlg001.1st1K-eng1,tlg0094/tlg001/tlg0094.tlg001.1st1K-eng1.xml,Pseudo-Plutarch,De Fluviis,prose-geography,high,prose-geography,
tlg0094.tlg001.1st1K-grc1,tlg0094/tlg001/tlg0094.tlg001.1st1K-grc1.xml,Pseudo-Plutarch,De Fluviis,prose-geography,high,prose-geography,
tlg0096.tlg002.1st1K-grc1,tlg0096/tlg002/tlg0096.tlg002.1st1K-grc1.xml,Aesop,Fabulae,verse-didactic,medium,verse-didactic,
tlg0096.tlg002.opp-grc3,tlg0096/tlg002/tlg0096.tlg002.opp-grc3.xml,Aesop,Fabulae,verse-didactic,medium,verse-didactic,
tlg0097.tlg001.1st1K-grc1,tlg0097/tlg001/tlg0097.tlg001.1st1K-grc1.xml,Diogenianus of Heraclea,Paroemiae (epitome operis sub nomine Diogeniani) (e cod. Mazarinco),prose-philosophy,high,prose-philosophy,
tlg0098.tlg001.1st1K-grc1,tlg0098/tlg001/tlg0098.tlg001.1st1K-grc1.xml,Zenobius Sophista,Epitome collectionum Lucilli Tarrhaei et Didymi,prose-philosophy,high,prose-philosophy,
tlg0099.tlg004.1st1K-grc1,tlg0099/tlg004/tlg0099.tlg004.1st1K-grc1.xml,Strabo,Geographiae Chrestomathia,prose-geography,high,prose-geography,
tlg0233.tlg001.1st1K-grc1,tlg0233/tlg001/tlg0233.tlg001.1st1K-grc1.xml,Hipponax,Fragmentum (128),verse-iambic,medium,verse-iambic,
tlg0317.tlg001.1st1K-eng1,tlg0317/tlg001/tlg0317.tlg001.1st1K-eng1.xml,Acta Joannis,Acta Joannis,prose-biography,high,prose-biography,
tlg0317.tlg001.1st1K-grc1,tlg0317/tlg001/tlg0317.tlg001.1st1K-grc1.xml,Acta Joannis,Acta Joannis,prose-biography,high,prose-biography,
tlg0317.tlg002.1st1K-grc1,tlg0317/tlg002/tlg0317.tlg002.1st1K-grc1.xml,Acta Joannis,Acta Joannis (recensio),prose-biography,high,prose-biography,
tlg0319.tlg004.1st1K-grc1,tlg0319/tlg004/tlg0319.tlg004.1st1K-grc1.xml,Critias,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg0357.tlg001.1st1K-grc1,tlg0357/tlg001/tlg0357.tlg001.1st1K-grc1.xml,Didymus Alexandrinus,Mensurae marmorum ac lignorum,prose-philosophy,high,prose-philosophy,
tlg0357.tlg001.1st1K-grc2,tlg0357/tlg001/tlg0357.tlg001.1st1K-grc2.xml,Didymus Alexandrinus,Mensurae marmorum ac lignorum,prose-philosophy,high,prose-philosophy,
tlg0358.tlg001.1st1K-grc1,tlg0358/tlg001/tlg0358.tlg001.1st1K-grc1.xml,Nicomachus of Gerasa,Introductio arithmetica,prose-philosophy,medium,prose-philosophy,
tlg0358.tlg002.1st1K-grc1,tlg0358/tlg002/tlg0358.tlg002.1st1K-grc1.xml,Nicomachus of Gerasa,Harmonicum enchiridion,prose-philosophy,medium,prose-philosophy,
tlg0358.tlg004.1st1K-grc1,tlg0358/tlg004/tlg0358.tlg004.1st1K-grc1.xml,Nicomachus of Gerasa,Excerpta,prose-philosophy,high,prose-philosophy,
tlg0358.tlg005.1st1K-grc1,tlg0358/tlg005/tlg0358.tlg005.1st1K-grc1.xml,Nicomachus of Gerasa,Problemata arithmetica,prose-philosophy,high,prose-philosophy,
tlg0361.tlg001.1st1K-grc1,tlg0361/tlg001/tlg0361.tlg001.1st1K-grc1.xml,Cleonides,Introductio Harmonica,prose-philosophy,high,prose-philosophy,
tlg0362.tlg001.1st1K-grc1,tlg0362/tlg001/tlg0362.tlg001.1st1K-grc1.xml,Carmina Delphis Inventa,Carmina Delphis Inventa,verse-lyric-pindaric,medium,verse-lyric-pindaric,
tlg0363.tlg001.1st1K-grc1,tlg0363/tlg001/tlg0363.tlg001.1st1K-grc1.xml,Claudius Ptolemaeus,Syntaxis mathematica,prose-philosophy,high,prose-philosophy,
tlg0363.tlg007.1st1K-grc1,tlg0363/tlg007/tlg0363.tlg007.1st1K-grc1.xml,Claudius Ptolemaeus,Apotelesmatica (= Tetrabiblos),prose-philosophy,high,prose-philosophy,
tlg0363.tlg011.1st1K-grc1,tlg0363/tlg011/tlg0363.tlg011.1st1K-grc1.xml,Claudius Ptolemaeus,Musica,prose-philosophy,high,prose-philosophy,
tlg0509.tlg001.1st1K-grc1,tlg0509/tlg001/tlg0509.tlg001.1st1K-grc1.xml,Myia,Epistula ad Phyllidem,prose-epistolary,high,prose-epistolary,
tlg0521.tlg008.1st1K-grc1,tlg0521/tlg008/tlg0521.tlg008.1st1K-grc1.xml,Epicharmus,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg0527.tlg001.1st1K-grc1,tlg0527/tlg001/tlg0527.tlg001.1st1K-grc1.xml,Septuaginta,Genesis,prose-historiography,high,prose-historiography,
tlg0527.tlg002.1st1K-grc1,tlg0527/tlg002/tlg0527.tlg002.1st1K-grc1.xml,Septuaginta,Exodus,prose-historiography,high,prose-historiography,
tlg0527.tlg003.1st1K-grc1,tlg0527/tlg003/tlg0527.tlg003.1st1K-grc1.xml,Septuaginta,Leviticus,prose-philosophy,high,prose-philosophy,
tlg0527.tlg004.1st1K-grc1,tlg0527/tlg004/tlg0527.tlg004.1st1K-grc1.xml,Septuaginta,Numbers,prose-historiography,high,prose-historiography,
tlg0527.tlg005.1st1K-grc1,tlg0527/tlg005/tlg0527.tlg005.1st1K-grc1.xml,Septuaginta,Deuteronomy,prose-philosophy,high,prose-philosophy,
tlg0527.tlg006.1st1K-grc1,tlg0527/tlg006/tlg0527.tlg006.1st1K-grc1.xml,Septuaginta,Josue Cod. Vaticanus + Cod. Alexandrinus),prose-historiography,high,prose-historiography,
tlg0527.tlg008.1st1K-grc1,tlg0527/tlg008/tlg0527.tlg008.1st1K-grc1.xml,Septuaginta,Judices (Cod. Alexandrinus),prose-historiography,high,prose-historiography,
tlg0527.tlg010.1st1K-grc1,tlg0527/tlg010/tlg0527.tlg010.1st1K-grc1.xml,Septuaginta,Ruth,prose-historiography,high,prose-historiography,
tlg0527.tlg011.1st1K-grc1,tlg0527/tlg011/tlg0527.tlg011.1st1K-grc1.xml,Septuaginta,Regnorum I (Samuelis I In Textu Masoretico),prose-historiography,high,prose-historiography,
tlg0527.tlg012.1st1K-grc1,tlg0527/tlg012/tlg0527.tlg012.1st1K-grc1.xml,Septuaginta,Regnorum II (Samuelis II In Textu Masoretico),prose-historiography,high,prose-historiography,
tlg0527.tlg013.1st1K-grc1,tlg0527/tlg013/tlg0527.tlg013.1st1K-grc1.xml,Septuaginta,Regnorum III (Regum I In Textu Masoretico),prose-historiography,high,prose-historiography,
tlg0527.tlg014.1st1K-grc1,tlg0527/tlg014/tlg0527.tlg014.1st1K-grc1.xml,Septuaginta,Regnorum IV (Regum II In Textu Masoretico),prose-historiography,high,prose-historiography,
tlg0527.tlg015.1st1K-grc1,tlg0527/tlg015/tlg0527.tlg015.1st1K-grc1.xml,Septuaginta,Paralipomenon I sive Chronicon I,prose-historiography,high,prose-historiography,
tlg0527.tlg016.1st1K-grc1,tlg0527/tlg016/tlg0527.tlg016.1st1K-grc1.xml,Septuaginta,Paralipomenon II sive Chronicon II,prose-historiography,high,prose-historiography,
tlg0527.tlg017.1st1K-grc1,tlg0527/tlg017/tlg0527.tlg017.1st1K-grc1.xml,Septuaginta,Esdras i (liber apocryphus),prose-historiography,high,prose-historiography,
tlg0527.tlg018.1st1K-grc1,tlg0527/tlg018/tlg0527.tlg018.1st1K-grc1.xml,Septuaginta,Esdras ii (Ezra et Nehemias in textu Masoretico),prose-historiography,high,prose-historiography,
tlg0527.tlg019.1st1K-grc1,tlg0527/tlg019/tlg0527.tlg019.1st1K-grc1.xml,Septuaginta,Esther,prose-historiography,high,prose-historiography,
tlg0527.tlg020.1st1K-grc1,tlg0527/tlg020/tlg0527.tlg020.1st1K-grc1.xml,Septuaginta,Judith,prose-historiography,high,prose-historiography,
tlg0527.tlg021.1st1K-grc1,tlg0527/tlg021/tlg0527.tlg021.1st1K-grc1.xml,Septuaginta,Tobias (Cod. Vaticanus + Cod. Alexandrinus),prose-biography,high,prose-biography,
tlg0527.tlg023.1st1K-grc1,tlg0527/tlg023/tlg0527.tlg023.1st1K-grc1.xml,Septuaginta,Machabaeorum i,prose-historiography,high,prose-historiography,
tlg0527.tlg024.1st1K-grc1,tlg0527/tlg024/tlg0527.tlg024.1st1K-grc1.xml,Septuaginta,Machabaeorum ii,prose-historiography,high,prose-historiography,
tlg0527.tlg025.1st1K-grc1,tlg0527/tlg025/tlg0527.tlg025.1st1K-grc1.xml,Septuaginta,Machabaeorum iii,prose-historiography,high,prose-historiography,
tlg0527.tlg026.1st1K-grc1,tlg0527/tlg026/tlg0527.tlg026.1st1K-grc1.xml,Septuaginta,Machabaeorum iv,prose-historiography,high,prose-historiography,
tlg0527.tlg027.1st1K-grc1,tlg0527/tlg027/tlg0527.tlg027.1st1K-grc1.xml,Septuaginta,Psalmi,verse-lyric-monodic,high,verse-lyric-monodic,
tlg0527.tlg028.1st1K-grc1,tlg0527/tlg028/tlg0527.tlg028.1st1K-grc1.xml,Septuaginta,Odae,verse-lyric-monodic,high,verse-lyric-monodic,
tlg0527.tlg029.1st1K-grc1,tlg0527/tlg029/tlg0527.tlg029.1st1K-grc1.xml,Septuaginta,Proverbia,verse-didactic,high,verse-didactic,
tlg0527.tlg031.1st1K-grc1,tlg0527/tlg031/tlg0527.tlg031.1st1K-grc1.xml,Septuaginta,Canticum,verse-lyric-monodic,high,verse-lyric-monodic,
tlg0527.tlg032.1st1K-grc1,tlg0527/tlg032/tlg0527.tlg032.1st1K-grc1.xml,Septuaginta,Job,verse-didactic,high,verse-didactic,
tlg0527.tlg033.1st1K-grc1,tlg0527/tlg033/tlg0527.tlg033.1st1K-grc1.xml,Septuaginta,Sapientia Salomonis,verse-didactic,high,verse-didactic,
tlg0527.tlg034.1st1K-grc1,tlg0527/tlg034/tlg0527.tlg034.1st1K-grc1.xml,Septuaginta,Ecclesiasticus sive Siracides (Sapientia Jesu filii Sirach),verse-didactic,high,verse-didactic,
tlg0527.tlg034.1st1K-grc2,tlg0527/tlg034/tlg0527.tlg034.1st1K-grc2.xml,Septuaginta,Ecclesiasticus sive Siracides (Sapientia Jesu filii Sirach),verse-didactic,high,verse-didactic,
tlg0527.tlg035.1st1K-grc1,tlg0527/tlg035/tlg0527.tlg035.1st1K-grc1.xml,Septuaginta,Psalmi Salomonis,verse-lyric-monodic,high,verse-lyric-monodic,
tlg0527.tlg036.1st1K-grc1,tlg0527/tlg036/tlg0527.tlg036.1st1K-grc1.xml,Septuaginta,Osee,prose-philosophy,high,prose-philosophy,
tlg0527.tlg037.1st1K-grc1,tlg0527/tlg037/tlg0527.tlg037.1st1K-grc1.xml,Septuaginta,Amos,verse-didactic,medium,verse-didactic,
tlg0527.tlg038.1st1K-grc1,tlg0527/tlg038/tlg0527.tlg038.1st1K-grc1.xml,Septuaginta,Michaeas,prose-historiography,high,prose-historiography,
tlg0527.tlg039.1st1K-grc1,tlg0527/tlg039/tlg0527.tlg039.1st1K-grc1.xml,Septuaginta,Joel,prose-philosophy,high,prose-philosophy,
tlg0527.tlg040.1st1K-grc1,tlg0527/tlg040/tlg0527.tlg040.1st1K-grc1.xml,Septuaginta,Abdias,prose-historiography,high,prose-historiography,
tlg0527.tlg041.1st1K-grc1,tlg0527/tlg041/tlg0527.tlg041.1st1K-grc1.xml,Septuaginta,Jonas,verse-epic,medium,verse-epic,
tlg0527.tlg042.1st1K-grc1,tlg0527/tlg042/tlg0527.tlg042.1st1K-grc1.xml,Septuaginta,Nahum,prose-historiography,high,prose-historiography,
tlg0527.tlg043.1st1K-grc1,tlg0527/tlg043/tlg0527.tlg043.1st1K-grc1.xml,Septuaginta,Habacuc,verse-didactic,high,verse-didactic,
tlg0527.tlg044.1st1K-grc1,tlg0527/tlg044/tlg0527.tlg044.1st1K-grc1.xml,Septuaginta,Sophonias,prose-philosophy,high,prose-philosophy,
tlg0527.tlg045.1st1K-grc1,tlg0527/tlg045/tlg0527.tlg045.1st1K-grc1.xml,Septuaginta,Aggaeus,prose-philosophy,high,prose-philosophy,
tlg0527.tlg046.1st1K-grc1,tlg0527/tlg046/tlg0527.tlg046.1st1K-grc1.xml,Septuaginta,Zacharias,prose-historiography,high,prose-historiography,
tlg0527.tlg047.1st1K-grc1,tlg0527/tlg047/tlg0527.tlg047.1st1K-grc1.xml,Septuaginta,Malachias,prose-philosophy,high,prose-philosophy,
tlg0527.tlg048.1st1K-eng1,tlg0527/tlg048/tlg0527.tlg048.1st1K-eng1.xml,Septuaginta,Isaias,verse-didactic,medium,verse-didactic,
tlg0527.tlg048.1st1K-eng1a,tlg0527/tlg048/tlg0527.tlg048.1st1K-eng1a.xml,Septuaginta,Isaias,verse-didactic,medium,verse-didactic,
tlg0527.tlg048.1st1K-eng1b,tlg0527/tlg048/tlg0527.tlg048.1st1K-eng1b.xml,Septuaginta,Isaias,verse-didactic,medium,verse-didactic,
tlg0527.tlg048.1st1K-grc1,tlg0527/tlg048/tlg0527.tlg048.1st1K-grc1.xml,Septuaginta,Isaias,verse-didactic,medium,verse-didactic,
tlg0527.tlg048.1st1K-grc2,tlg0527/tlg048/tlg0527.tlg048.1st1K-grc2.xml,Septuaginta,Isaias,verse-didactic,medium,verse-didactic,
tlg0527.tlg048.1st1K-mul1,tlg0527/tlg048/tlg0527.tlg048.1st1K-mul1.xml,Septuaginta,Isaias,verse-didactic,medium,verse-didactic,
tlg0527.tlg048.1st1K-mul2,tlg0527/tlg048/tlg0527.tlg048.1st1K-mul2.xml,Septuaginta,Isaias,verse-didactic,medium,verse-didactic,
tlg0527.tlg049.1st1K-grc1,tlg0527/tlg049/tlg0527.tlg049.1st1K-grc1.xml,Septuaginta,Jeremias,prose-historiography,high,prose-historiography,
tlg0527.tlg050.1st1K-grc1,tlg0527/tlg050/tlg0527.tlg050.1st1K-grc1.xml,Septuaginta,Baruch,prose-philosophy,high,prose-philosophy,
tlg0527.tlg051.1st1K-grc1,tlg0527/tlg051/tlg0527.tlg051.1st1K-grc1.xml,Septuaginta,Threni seu Lamentationes,verse-lyric-monodic,high,verse-lyric-monodic,
tlg0527.tlg052.1st1K-grc1,tlg0527/tlg052/tlg0527.tlg052.1st1K-grc1.xml,Septuaginta,Epistula Jeremiae,prose-epistolary,high,prose-epistolary,
tlg0527.tlg053.1st1K-grc1,tlg0527/tlg053/tlg0527.tlg053.1st1K-grc1.xml,Septuaginta,Ezechiel,prose-philosophy,high,prose-philosophy,
tlg0527.tlg054.1st1K-grc1,tlg0527/tlg054/tlg0527.tlg054.1st1K-grc1.xml,Septuaginta,Susanna (translatio Graeca),prose-historiography,high,prose-historiography,
tlg0527.tlg055.1st1K-grc1,tlg0527/tlg055/tlg0527.tlg055.1st1K-grc1.xml,Septuaginta,Susanna (Theodotionis versio),prose-biography,high,prose-biography,
tlg0527.tlg056.1st1K-grc1,tlg0527/tlg056/tlg0527.tlg056.1st1K-grc1.xml,Septuaginta,Daniel (translatio Graeca),prose-philosophy,high,prose-philosophy,
tlg0527.tlg057.1st1K-grc1,tlg0527/tlg057/tlg0527.tlg057.1st1K-grc1.xml,Septuaginta,Daniel (Theodotionis versio),prose-historiography,high,prose-historiography,
tlg0527.tlg058.1st1K-grc1,tlg0527/tlg058/tlg0527.tlg058.1st1K-grc1.xml,Septuaginta,Bel et Draco (translatio Graeca),prose-historiography,high,prose-historiography,
tlg0527.tlg059.1st1K-grc1,tlg0527/tlg059/tlg0527.tlg059.1st1K-grc1.xml,Septuaginta,Bel et Draco (Theodotionis versio),prose-historiography,high,prose-historiography,
tlg0529.tlg002.1st1K-grc1,tlg0529/tlg002/tlg0529.tlg002.1st1K-grc1.xml,Arius Didymus,Liber de philosophorum sectis (epitome ap. Stobaeum),prose-philosophy,high,prose-philosophy,
tlg0530.tlg005.1st1K-grc1,tlg0530/tlg005/tlg0530.tlg005.1st1K-grc1.xml,Pseudo-Galen,De fasciis,prose-philosophy,high,prose-philosophy,
tlg0530.tlg006.1st1K-grc1,tlg0530/tlg006/tlg0530.tlg006.1st1K-grc1.xml,Pseudo-Galen,Ad Gaurum quomodo animetur fetus,prose-philosophy,high,prose-philosophy,
tlg0530.tlg012.1st1K-grc1,tlg0530/tlg012/tlg0530.tlg012.1st1K-grc1.xml,Pseudo-Galen,Introductio seu medicus,prose-philosophy,high,prose-philosophy,
tlg0530.tlg029.1st1K-grc1,tlg0530/tlg029/tlg0530.tlg029.1st1K-grc1.xml,Pseudo-Galen,De remediis parabilibus,prose-philosophy,high,prose-philosophy,
tlg0530.tlg032.1st1K-grc1,tlg0530/tlg032/tlg0530.tlg032.1st1K-grc1.xml,Pseudo-Galen,De theriaca ad Pamphilianum,prose-philosophy,high,prose-philosophy,
tlg0530.tlg043.1st1K-grc1,tlg0530/tlg043/tlg0530.tlg043.1st1K-grc1.xml,Pseudo-Galen,De optima secta ad Thrasybulum,prose-philosophy,high,prose-philosophy,
tlg0533.tlg006.1st1K-grc1,tlg0533/tlg006/tlg0533.tlg006.1st1K-grc1.xml,Callimachus,Aetia,verse-epigram,medium,verse-epigram,
tlg0533.tlg007.1st1K-grc1,tlg0533/tlg007/tlg0533.tlg007.1st1K-grc1.xml,Callimachus,Iambi,verse-iambic,medium,verse-iambic,
tlg0533.tlg009.1st1K-grc1,tlg0533/tlg009/tlg0533.tlg009.1st1K-grc1.xml,Callimachus,Hecala,verse-epigram,medium,verse-epigram,
tlg0537.tlg010.1st1K-grc1,tlg0537/tlg010/tlg0537.tlg010.1st1K-grc1.xml,Epicurus,Epistula ad Herodotum,prose-philosophy,high,prose-philosophy,
tlg0537.tlg011.1st1K-grc1,tlg0537/tlg011/tlg0537.tlg011.1st1K-grc1.xml,Epicurus,Epistula ad Pythoclem,prose-philosophy,high,prose-philosophy,
tlg0537.tlg012.1st1K-grc1,tlg0537/tlg012/tlg0537.tlg012.1st1K-grc1.xml,Epicurus,Epistula ad Menoeceum,prose-philosophy,high,prose-philosophy,
tlg0537.tlg013.1st1K-grc1,tlg0537/tlg013/tlg0537.tlg013.1st1K-grc1.xml,Epicurus,Ratae Sententiae,prose-philosophy,high,prose-philosophy,
tlg0537.tlg014.1st1K-grc1,tlg0537/tlg014/tlg0537.tlg014.1st1K-grc1.xml,Epicurus,Gnomologium Vaticanum Epicureum,prose-philosophy,high,prose-philosophy,
tlg0541.tlg042.1st1K-grc1,tlg0541/tlg042/tlg0541.tlg042.1st1K-grc1.xml,Menander,Sententiae (corresponds to version Men Ar I) (Greek),prose-philosophy,high,prose-philosophy,
tlg0541.tlg042.1st1K-grc2,tlg0541/tlg042/tlg0541.tlg042.1st1K-grc2.xml,Menander,Sententiae (corresponds to version Men Ar I) (Greek),prose-philosophy,high,prose-philosophy,
tlg0541.tlg042.1st1K-grc3,tlg0541/tlg042/tlg0541.tlg042.1st1K-grc3.xml,Menander,Sententiae (corresponds to version Men Ar I) (Greek),prose-philosophy,high,prose-philosophy,
tlg0542.tlg001.1st1K-grc1,tlg0542/tlg001/tlg0542.tlg001.1st1K-grc1.xml,Julius Pollux,Onomasticon,prose-philosophy,high,prose-philosophy,
tlg0544.tlg001.1st1K-eng1,tlg0544/tlg001/tlg0544.tlg001.1st1K-eng1.xml,Sextus Empiricus,Pyrrhoniae Hypotyposes,prose-philosophy,high,prose-philosophy,
tlg0544.tlg001.1st1K-grc1,tlg0544/tlg001/tlg0544.tlg001.1st1K-grc1.xml,Sextus Empiricus,Pyrrhoniae Hypotyposes,prose-philosophy,high,prose-philosophy,
tlg0544.tlg001.opp-lat1,tlg0544/tlg001/tlg0544.tlg001.opp-lat1.xml,Sextus Empiricus,Pyrrhoniae Hypotyposes,prose-philosophy,high,prose-philosophy,
tlg0544.tlg002.1st1K-grc1,tlg0544/tlg002/tlg0544.tlg002.1st1K-grc1.xml,Sextus Empiricus,Adversus Mathematicos,prose-philosophy,high,prose-philosophy,
tlg0545.tlg004.1st1K-grc1,tlg0545/tlg004/tlg0545.tlg004.1st1K-grc1.xml,Aelian,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg0550.tlg001.1st1K-grc1,tlg0550/tlg001/tlg0550.tlg001.1st1K-grc1.xml,Apollonius of Perga,Conica,prose-philosophy,high,prose-philosophy,
tlg0552.tlg001.1st1K-grc1,tlg0552/tlg001/tlg0552.tlg001.1st1K-grc1.xml,Archimedes,De sphaera et cylindro,prose-philosophy,high,prose-philosophy,
tlg0552.tlg002.1st1K-grc1,tlg0552/tlg002/tlg0552.tlg002.1st1K-grc1.xml,Archimedes,Dimensio circuli,prose-philosophy,high,prose-philosophy,
tlg0552.tlg003.1st1K-grc1,tlg0552/tlg003/tlg0552.tlg003.1st1K-grc1.xml,Archimedes,De conoidibus et sphaeroidibus,prose-philosophy,high,prose-philosophy,
tlg0552.tlg004.1st1K-grc1,tlg0552/tlg004/tlg0552.tlg004.1st1K-grc1.xml,Archimedes,De lineis spiralibus,prose-philosophy,high,prose-philosophy,
tlg0552.tlg005.1st1K-grc1,tlg0552/tlg005/tlg0552.tlg005.1st1K-grc1.xml,Archimedes,De planorum aequilibriis,prose-philosophy,high,prose-philosophy,
tlg0552.tlg006.1st1K-grc1,tlg0552/tlg006/tlg0552.tlg006.1st1K-grc1.xml,Archimedes,Arenarius,prose-philosophy,high,prose-philosophy,
tlg0552.tlg007.1st1K-grc1,tlg0552/tlg007/tlg0552.tlg007.1st1K-grc1.xml,Archimedes,Quadratura parabolae,prose-philosophy,high,prose-philosophy,
tlg0552.tlg008.1st1K-grc1,tlg0552/tlg008/tlg0552.tlg008.1st1K-grc1.xml,Archimedes,De corporibus fluitantibus,prose-philosophy,high,prose-philosophy,
tlg0552.tlg009.1st1K-grc1,tlg0552/tlg009/tlg0552.tlg009.1st1K-grc1.xml,Archimedes,Stomachion,prose-philosophy,high,prose-philosophy,
tlg0552.tlg010.1st1K-grc1,tlg0552/tlg010/tlg0552.tlg010.1st1K-grc1.xml,Archimedes,Ad Eratosthenem methodus,prose-philosophy,high,prose-philosophy,
tlg0552.tlg011.1st1K-grc1,tlg0552/tlg011/tlg0552.tlg011.1st1K-grc1.xml,Archimedes,Liber assumptorum,prose-philosophy,high,prose-philosophy,
